0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,label
0,1,1,0,0,0,4,0,0,1,0,0,0,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,2,0,1,0,2,1,0,0,0,1
0,0,1,0,0,6,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,1
0,0,0,0,0,6,1,0,0,0,0,0,1,4,0,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1
1,1,0,0,1,2,0,0,0,0,0,0,0,5,0,2,0,0,2,1,0,1,1,2,1,0,0,0,2,0,0,1,1,0,1,1,4,0,0,0,0,0,1,1,1,0,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1
0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,1,0,8,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,6,0,0,0,0,0,0,0,2,3,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,10,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,10,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1
0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,4,0,1,2,0,0,0,2,0,0,0,0,0,2,1,0,2,0,0,0,0,1,0
2,1,0,0,0,0,0,0,0,0,0,2,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,3,0,0,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,5,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,4,1,0,1,1,0,0,1,3,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0
0,0,0,4,0,14,1,1,0,0,1,1,0,0,1,1,1,2,0,1,0,4,1,0,0,1,1,0,6,0,1,1,2,0,2,0,0,0,0,0,2,2,2,0,0,2,2,1,0,0,0
0,0,2,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1
1,0,0,1,2,20,0,0,3,0,2,2,2,1,1,4,0,1,0,1,0,4,3,0,0,2,3,0,9,1,0,7,2,0,2,2,0,2,0,0,0,0,1,0,0,1,1,1,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,12,0,2,0,0,0,0,1,0,1,2,1,1,0,0,1,4,0,0,6,2,0,0,0,0,3,1,2,0,1,0,2,8,0,0,3,1,0,0,3,0,0,0,3,0,1
0,0,0,0,0,0,0,0,1,0,1,1,0,6,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0
0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,1,0,1
0,0,1,0,0,8,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,2,1,3,0,1,6,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,2,1,0,0
0,1,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1
2,1,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0,0,20,7,1,0,3,1,2,0,13,0,1,0,0,1,1,0,5,0,3,0,0,3,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,2,0,2,1,0,2,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0
0,0,0,0,0,12,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,1,0,0,0,3,0,1,0,1,0,0,0,1
0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,2,1,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,0,0
0,0,0,0,0,6,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,5,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,8,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1
1,0,0,0,0,14,0,1,1,0,0,0,0,6,0,0,1,2,3,1,1,2,0,0,0,1,0,0,2,0,0,1,1,1,1,7,2,4,1,0,1,1,7,0,1,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,1,2,0,0,1,0,0,0,0,0,0,5,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,3,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,1,0,2,0,3,0,1,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,0,1,1,0,0,0,0,0,3,1,0,2,0,1,1,3,0,1,1,3,0,0,1,0,1,0,5,1,1,3,0,0,0,0,0,0,0,2,1,0,1,0,1,4,1,3,0,0,1
0,0,1,0,0,12,0,3,0,0,0,3,0,0,0,0,0,2,0,0,4,2,0,0,0,0,1,3,0,0,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0
0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,1,2,1,1,1,0,0,1,1
0,0,0,0,0,4,0,0,0,0,0,0,1,3,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,2,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,2,1,0,1,0,0,0
1,0,0,1,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,0,0,0,0,0,1,1,2,0,1,0,1,1,0,0,2,0,0,0,1,0,0
0,2,0,0,0,6,2,0,2,0,0,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,1,2,0,0
0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,1,1,0,0,0,1,1,0,0,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1,0,1,0,0,4,3,1,1,1,0,1,0,2,2,4,0,5,2,2,0,6,0,2,0,0,4,1,2,3,1,2,1,1,1,0,0,0,1,1,1,0,1,1,0,3,2,0,2,0,1
0,0,0,1,0,6,0,0,0,0,0,0,0,3,0,1,2,1,0,0,1,2,0,3,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0
1,0,1,1,1,14,0,0,1,1,1,3,0,4,2,6,2,0,0,3,0,3,0,3,2,0,2,0,0,1,2,1,0,0,0,2,2,0,1,0,4,1,2,0,0,1,0,0,1,2,0
2,0,0,0,1,8,3,1,0,0,2,1,0,1,0,1,1,2,0,1,2,0,2,0,0,1,1,0,3,1,0,0,1,0,0,1,0,2,1,0,1,1,0,1,0,3,0,1,0,3,0
0,0,0,1,0,2,0,0,1,0,0,0,0,6,2,0,1,3,0,0,0,1,0,0,0,1,0,0,2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0
0,0,0,1,0,8,1,0,1,2,1,2,0,5,0,1,0,0,1,1,4,2,0,0,0,1,2,0,0,1,0,4,2,0,1,1,1,1,0,3,1,0,1,2,1,0,0,0,2,0,0
1,1,1,0,1,4,0,0,1,0,0,2,0,1,0,0,1,2,0,0,0,2,0,1,0,2,1,0,3,0,3,3,2,0,0,3,0,0,0,0,1,1,1,2,0,0,0,1,0,0,0
0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,1
0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,8,0,1,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,2,0,0,4,1,0,1,0,0,0,0,0,0,0,3,1,2,2,0,0,1,1,0,0,1,0
0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,0,0,4,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
1,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,8,0,0,0,0,0,2,0,2,1,3,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,9,0,0,2,0,0,0,0,2,0,1,0,0,0,1,0,4,0,0,0,1,2,1
0,0,0,0,1,0,1,0,1,1,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
0,0,0,0,1,6,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,2,0,0,1,0,1,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,3,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,0,0,0,0,6,1,0,0,0,0,2,0,2,1,0,0,1,2,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,2,0,3,0,0,0,1
0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
0,2,0,0,1,6,4,0,0,0,0,1,0,6,1,2,0,0,1,0,0,0,0,0,1,0,2,1,1,2,0,1,1,0,1,1,0,0,0,0,1,3,1,1,0,0,1,0,0,0,1
0,0,0,0,0,4,0,0,2,0,0,0,1,1,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,1,0,0,1,0,0,0,0,1,1,0,1
0,0,1,0,0,6,1,1,0,1,0,2,1,16,2,0,0,0,0,0,2,0,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,1,0,0,1,0,1
0,1,0,0,0,2,2,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0
0,0,0,0,2,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,1,2,0,0,0,2,0,0,1,2,2,3,0,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,1,3,1
0,1,0,0,2,2,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
0,0,0,1,0,10,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,4,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,1
0,1,0,1,2,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,4,0,0,0,1,0,0,0,3,1,4,1,2,1,1,0,1,2,0,0,0,1,0,3,0,0,2,1,0,1,0,1,0,1,0,2,0,1,2,0,0,2,2,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,1,10,2,0,1,0,0,2,0,2,0,1,0,1,0,1,0,0,1,2,0,0,1,2,1,2,0,1,0,0,0,0,3,0,1,0,1,1,1,0,0,0,0,1,0,0,0
0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
0,0,0,0,0,2,3,0,0,0,0,1,0,2,1,0,2,0,0,1,0,3,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,2,0,3,0,0,0,0,3,2,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,1,0,2,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
0,0,1,0,0,4,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,2,0,1,4,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1,0,0,0,0,4,0,0,0,0,0,1,0,2,0,1,1,1,0,1,0,1,1,0,0,0,1,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
0,1,0,0,0,6,0,2,0,1,2,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,3,0,5,1,0,0,0,0,0,1,1,0,0,1,0,0,3,0,0,0,1,0
0,0,1,0,0,22,0,0,0,1,1,2,0,1,2,1,1,0,1,1,0,0,2,0,0,1,1,1,3,0,0,0,0,1,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,4,2,0,0,0,0,2,0,4,1,0,3,0,0,0,0,0,0,0,1,1,1,2,1,0,1,0,0,0,0,1
0,0,0,0,0,6,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,2,1,0,1,1,0,1,0,0,1,1,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,4,0,1,0,0,0,0,0,1,2,3,0,1,1,0,0,1,1,0,1,1,0,2,2,0,0,5,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1
1,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0
0,0,2,0,0,0,2,0,1,0,1,1,0,0,0,1,0,2,1,0,0,0,3,0,0,1,1,1,0,2,1,3,0,0,3,0,0,5,0,0,0,1,0,1,0,2,1,0,1,0,1
0,0,0,0,0,2,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,1,1
0,0,0,0,0,0,2,0,1,0,0,0,0,7,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
0,0,0,0,0,10,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0,1,1,0,2,8,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0
0,0,0,1,0,4,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1,1,0,2,0,12,0,1,0,0,0,0,1,0,0,0,1,1,0,2,0,4,1,1,0,0,1,1,2,0,1,2,2,0,3,1,0,1,1,1,3,0,0,0,0,1,1,2,3,2,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,2,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,2,0,4,2,0,0,2,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,2,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0
1,0,0,0,0,4,0,0,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0
